gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	cluster_1	background
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.409	0.147
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.409	0.147
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS077F1340A	0.356	0.155
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.356	0.155
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.356	0.155
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.356	0.155
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.098	0.058
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.098	0.058
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.098	0.058
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.098	0.058
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.098	0.058
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.046	0.025
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	1.545	0.71
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.252	0.036
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.028	0.01
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.093	0.029
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.07	0.028
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.07	0.028
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.237	0.057
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.123	0.06
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.123	0.06
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.164	0.042
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.164	0.042
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.222	0.114
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.222	0.114
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.174	0.049
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.104	0.044
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.104	0.044
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.007	0.004
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.032	0.005
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.032	0.005
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.825	0.349
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.088	0.029
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.294	0.075
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.188	0.059
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.188	0.059
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.761	0.646
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.761	0.646
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.761	0.646
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	5.557	2.544
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	5.557	2.544
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.024	0.003
IL10	P22301	False	IL10_HUMAN		CPI-CS04CBDE052	0.047	0.009
IL15	P40933	False	IL15_HUMAN		CPI-CS06E556972	0.097	0.022
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.06	0.034
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.06	0.034
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.06	0.034
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.06	0.034
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.217	0.118
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.217	0.118
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.194	0.022
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.019	0.006
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.027	0.014
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.027	0.014
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.052	0.007
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.052	0.007
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.096	0.015
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.079	0.034
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	2.735	1.013
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	2.735	1.013
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	2.735	1.013
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.567	0.172
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.567	0.172
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.055	0.025
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.3	0.083
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.421	0.213
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.089	0.017
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.242	0.066
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.242	0.066
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	0.242	0.066
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	1.688	0.711
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.637	0.31
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.919	0.379
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.919	0.379
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.356	0.164
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.613	0.127
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.613	0.127
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.158	0.071
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.028	0.014
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.028	0.014
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.028	0.014
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.028	0.014
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	1.045	0.401
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.036	0.022
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.505	0.327
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.067	0.024
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.284	0.031
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.284	0.031
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.284	0.031
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.092	0.037
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.505	0.127
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.505	0.127
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.027	0.008
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.027	0.008
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.139	0.009
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.139	0.009
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.139	0.009
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0C98C08DA	0.062	0.024
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0B887F7AC	0.062	0.024
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.47	0.061
EGFR	P00533	False	EGFR_HUMAN		CPI-SS004C23DCE	0.113	0.062
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.05	0.016
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.4	0.155
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	1.054	0.325
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.024	0.018
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.024	0.018
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.233	0.092
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.233	0.092
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.233	0.092
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.233	0.092
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.072	0.032
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.024	0.01
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.563	0.15
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0A2949959	0.082	0.035
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.188	0.069
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.188	0.069
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.317	0.076
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.06	0.032
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.078	0.017
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.027	0.005
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.131	0.058
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.24	0.06
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.134	0.032
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.134	0.032
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.51	0.108
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.255	0.092
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	0.255	0.092
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.175	0.044
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.098	0.043
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.582	0.089
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.242	0.059
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.248	0.063
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.613	0.303
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.006	0.006
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.689	0.202
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.034	0.01
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.016	0.004
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.102	0.056
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.012	0.003
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.126	0.064
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-CS0BAF97962	0.126	0.064
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.391	0.098
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.134	0.101
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.342	0.084
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.323	0.079
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.209	0.093
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.141	0.059
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.141	0.059
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	9.092	2.6
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0D2539AEB	0.14	0.042
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.183	0.043
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.166	0.026
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.166	0.026
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	1.785	0.652
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	1.785	0.652
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.111	0.016
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.358	0.068
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.027	0.007
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.437	0.095
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	1.235	0.243
SEMA6D	Q8NFY4	False	SEM6D_HUMAN		CPI-CS0C57A3081	0.102	0.053
SEMA6D	Q8NFY4	False	SEM6D_HUMAN		CPI-CS0123BC66C	0.102	0.053
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.496	0.096
